Maj,0,4,7,
Min,0,3,7,
Augm,0,4,8,
Dim,0,3,6,
Sus2,0,2,7,
Sus4,0,5,7,
Dom7,0,4,7,10
Maj7,0,4,7,11
Min7,0,3,7,10
MiMa7,0,3,7,11
hDim7,0,3,6,10
Dim7,0,3,6,9
Aug7,0,4,8,10
AuMa7,0,4,8,11
D7S4,0,5,7,10
